gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	Adventitial Fibroblast	Airway Smooth Muscle	Alveolar Epithelial Type 1	Alveolar Epithelial Type 2	Alveolar Fibroblast	Artery	B	Basal	Basophil/Mast 1	Bronchial Vessel 1	CD4+ Memory/Effector T	CD4+ Naive T	CD8+ Memory/Effector T	CD8+ Naive T	Capillary	Capillary Aerocyte	Capillary Intermediate 1	Ciliated	Classical Monocyte	Club	Dendritic	Differentiating Basal	Fibromyocyte	Goblet	IGSF21+ Dendritic	Intermediate Monocyte	Ionocyte	Lipofibroblast	Lymphatic	Macrophage	Myeloid Dendritic Type 2	Myofibroblast	Natural Killer	Natural Killer T	Neuroendocrine	Neutrophil	Nonclassical Monocyte	Pericyte	Plasma	Plasmacytoid Dendritic	Proliferating NK/T	Signaling Alveolar Epithelial Type 2	Vascular Smooth Muscle	Vein
FZD6	O60353	False	FZD6_HUMAN		CPI-SS0FA326344	0.234	3.659	35.713	7.266	3.411	13.88	1.76	30.354	0.0	11.962	0.246	2.672	0.017	0.016	31.192	0.822	0.625	19.314	0.0	12.332	10.4	9.372	17.333	12.004	0.0	0.0	0.0	1.3	50.136	0.0	0.0	0.846	0.688	1.712	0.909	0.903	0.0	0.137	0.0	0.0	0.0	8.856	0.455	8.738
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS0B87FE6E0	4.0	8.064	16.743	11.954	1.1	51.598	19.527	9.65	29.043	30.236	13.516	9.924	0.576	17.148	45.287	24.45	58.875	3.376	20.613	3.254	5.6	21.791	0.267	5.348	389.125	4.167	21.5	0.0	35.5	14.5	16.857	0.0	23.134	26.442	0.036	16.991	10.593	17.133	0.0	3.615	0.118	0.562	22.494	114.405
CD46	P15529	False	MCP_HUMAN		CPI-SS01A07768A	19.975	50.714	91.401	124.012	54.339	58.38	15.667	44.925	64.891	64.349	34.198	37.183	42.407	25.458	96.206	100.33	149.682	215.183	28.377	174.793	8.2	30.0	105.133	120.275	3.75	4.167	6.0	18.85	30.591	48.625	127.857	47.615	30.273	10.962	76.109	11.239	90.741	58.842	0.0	36.769	24.647	86.731	45.023	110.31
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS0E5AF12B6	4.0	8.064	16.743	11.954	1.1	51.598	19.527	9.65	29.043	30.236	13.516	9.924	0.576	17.148	45.287	24.45	58.875	3.376	20.613	3.254	5.6	21.791	0.267	5.348	389.125	4.167	21.5	0.0	35.5	14.5	16.857	0.0	23.134	26.442	0.036	16.991	10.593	17.133	0.0	3.615	0.118	0.562	22.494	114.405
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS0A34EE366	4.0	8.064	16.743	11.954	1.1	51.598	19.527	9.65	29.043	30.236	13.516	9.924	0.576	17.148	45.287	24.45	58.875	3.376	20.613	3.254	5.6	21.791	0.267	5.348	389.125	4.167	21.5	0.0	35.5	14.5	16.857	0.0	23.134	26.442	0.036	16.991	10.593	17.133	0.0	3.615	0.118	0.562	22.494	114.405
FZD9	O00144	False	FZD9_HUMAN		CPI-SS030EDC420	0.494	0.0	0.0	1.026	0.0	0.0	0.0	3.592	0.0	0.0	0.0	0.0	0.0	0.021	0.001	0.005	0.0	0.163	0.0	0.049	0.0	0.326	0.0	0.0	0.0	0.0	0.0	0.0	8.977	0.0	0.0	0.0	0.0	0.0	60.036	0.177	0.0	0.913	0.0	0.0	0.0	0.0	0.0	0.0
FZD9	O00144	False	FZD9_HUMAN		CPI-SS05C2D0200	0.494	0.0	0.0	1.026	0.0	0.0	0.0	3.592	0.0	0.0	0.0	0.0	0.0	0.021	0.001	0.005	0.0	0.163	0.0	0.049	0.0	0.326	0.0	0.0	0.0	0.0	0.0	0.0	8.977	0.0	0.0	0.0	0.0	0.0	60.036	0.177	0.0	0.913	0.0	0.0	0.0	0.0	0.0	0.0
FZD9	O00144	False	FZD9_HUMAN		CPI-SS09FF3A1EA	0.494	0.0	0.0	1.026	0.0	0.0	0.0	3.592	0.0	0.0	0.0	0.0	0.0	0.021	0.001	0.005	0.0	0.163	0.0	0.049	0.0	0.326	0.0	0.0	0.0	0.0	0.0	0.0	8.977	0.0	0.0	0.0	0.0	0.0	60.036	0.177	0.0	0.913	0.0	0.0	0.0	0.0	0.0	0.0
GPR25	O00155	False	GPR25_HUMAN		CPI-SS0EECD7662	0.0	0.0	0.0	0.0	0.0	0.0	10.713	0.0	0.0	0.0	4.571	0.214	0.0	0.053	0.0	0.0	0.0	0.0	0.0	0.026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.865	0.904	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCL24	O00175	False	CCL24_HUMAN		CPI-SS0B7BC0E4D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.342	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.868	0.169	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	185.407	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCL16	O15467	False	CCL16_HUMAN		CPI-SS093922D5A	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.019	0.0	0.0	0.009	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.035	0.0	0.0
CCL16	O15467	False	CCL16_HUMAN		CPI-SS093922D5A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.359	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCL2	P13500	False	CCL2_HUMAN		CPI-SS0CF0E4DE9	2922.703	89.116	1792.672	825.428	2359.389	767.315	0.0	834.658	89.957	1273.896	0.0	0.0	0.0	0.0	1676.396	567.132	1939.125	136.396	0.0	394.569	0.0	6.326	55.533	1208.361	2167.0	572.667	0.0	6463.15	503.455	702.531	0.0	1689.769	0.048	0.0	0.0	0.0	117.667	55.046	0.0	0.0	0.0	11.095	1787.08	3351.762
CCL24	O00175	False	CCL24_HUMAN		CPI-SS0B0AC1603	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.342	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.868	0.169	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	185.407	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCL3	P10147	False	CCL3_HUMAN		CPI-SS08BFF4F9B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCL3	P10147	False	CCL3_HUMAN		CPI-SS08BFF4F9B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.402	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.485	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCL5	P13501	False	CCL5_HUMAN		CPI-SS0F6B529A1	0.013	0.0	0.0	0.001	0.003	0.0	0.008	0.0	0.0	0.0	1.357	2.282	2.068	13.556	0.005	0.006	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.031	0.0	0.0	5.562	2.096	0.0	0.009	0.0	0.0	0.0	0.0	1.353	0.005	0.0	0.0
CCL5	P13501	False	CCL5_HUMAN		CPI-SS0F6B529A1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.095	0.015	0.136	1.299	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.295	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCL3L3	P16619	False	CL3L1_HUMAN		CPI-SS0C6311D2D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCL3L3	P16619	False	CL3L1_HUMAN		CPI-SS0C6311D2D	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.652	0.0	0.159	1.802	0.034	6.122	0.0	0.0	0.0	0.0	0.255	0.0	0.0	0.0	0.0	0.0	276.125	42.167	0.0	0.0	0.0	211.188	45.143	0.0	34.043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.294	0.0	0.0	0.0
CCL11	P51671	False	CCL11_HUMAN		CPI-SS0F33890C0	15.253	0.0	0.0	0.0	99.344	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.65	0.0	0.0	0.0	0.077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCL16	O15467	False	CCL16_HUMAN		CPI-SS0348B76E5	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.019	0.0	0.0	0.009	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.035	0.0	0.0
CCL16	O15467	False	CCL16_HUMAN		CPI-SS0348B76E5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.359	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCL3	P10147	False	CCL3_HUMAN		CPI-SS08DA48A5A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCL3	P10147	False	CCL3_HUMAN		CPI-SS08DA48A5A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.402	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.485	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCL5	P13501	False	CCL5_HUMAN		CPI-SS0A021DB6E	0.013	0.0	0.0	0.001	0.003	0.0	0.008	0.0	0.0	0.0	1.357	2.282	2.068	13.556	0.005	0.006	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.031	0.0	0.0	5.562	2.096	0.0	0.009	0.0	0.0	0.0	0.0	1.353	0.005	0.0	0.0
CCL5	P13501	False	CCL5_HUMAN		CPI-SS0A021DB6E	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.095	0.015	0.136	1.299	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.295	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCL3L3	P16619	False	CL3L1_HUMAN		CPI-SS0817CE2B3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCL3L3	P16619	False	CL3L1_HUMAN		CPI-SS0817CE2B3	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.652	0.0	0.159	1.802	0.034	6.122	0.0	0.0	0.0	0.0	0.255	0.0	0.0	0.0	0.0	0.0	276.125	42.167	0.0	0.0	0.0	211.188	45.143	0.0	34.043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.294	0.0	0.0	0.0
CCL16	O15467	False	CCL16_HUMAN		CPI-SS04587A7C5	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.019	0.0	0.0	0.009	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.035	0.0	0.0
CCL16	O15467	False	CCL16_HUMAN		CPI-SS04587A7C5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.359	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCL2	P13500	False	CCL2_HUMAN		CPI-SS0DBFB8BEA	2922.703	89.116	1792.672	825.428	2359.389	767.315	0.0	834.658	89.957	1273.896	0.0	0.0	0.0	0.0	1676.396	567.132	1939.125	136.396	0.0	394.569	0.0	6.326	55.533	1208.361	2167.0	572.667	0.0	6463.15	503.455	702.531	0.0	1689.769	0.048	0.0	0.0	0.0	117.667	55.046	0.0	0.0	0.0	11.095	1787.08	3351.762
CCL5	P13501	False	CCL5_HUMAN		CPI-SS05B7D3407	0.013	0.0	0.0	0.001	0.003	0.0	0.008	0.0	0.0	0.0	1.357	2.282	2.068	13.556	0.005	0.006	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.031	0.0	0.0	5.562	2.096	0.0	0.009	0.0	0.0	0.0	0.0	1.353	0.005	0.0	0.0
CCL5	P13501	False	CCL5_HUMAN		CPI-SS05B7D3407	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.095	0.015	0.136	1.299	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.295	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PF4	P02776	False	PLF4_HUMAN		CPI-SS03821C2C6	0.0	0.072	0.295	0.289	0.0	0.0	0.0	0.0	0.0	0.075	0.0	0.0	85.169	13.444	0.471	0.0	0.0	0.0	15.896	3.36	0.0	0.0	0.0	0.056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CXCL1	P09341	False	GROA_HUMAN		CPI-SS052BBD9F9	74.835	0.0	0.734	1690.979	69.258	546.391	0.0	3454.529	0.0	10.217	0.0	0.0	0.0	0.0	408.294	187.164	358.807	58.468	0.066	958.708	0.0	6551.953	0.0	5282.811	758.75	37.167	0.0	1399.3	111.159	209.5	0.0	8.077	0.749	0.0	0.0	23.363	83.704	158.627	0.0	0.0	0.0	27.318	252.773	1341.024
CXCL8	P10145	False	IL8_HUMAN		CPI-SS0911EECCC	29.247	0.269	8.095	321.354	38.783	33.098	0.0	694.042	11.348	17.142	0.0	0.0	0.0	0.021	43.435	41.762	65.875	13.265	7.0	209.107	100.7	554.674	0.0	1081.519	108.75	173.167	0.0	56.8	1.045	509.031	0.0	0.0	0.113	0.0	0.0	40.77	163.185	6.349	0.0	0.0	0.0	4.473	202.42	261.214
CXCL5	P42830	False	CXCL5_HUMAN		CPI-SS0ABF41CAA	0.0	0.0	1.337	1.639	0.0	4.543	0.0	0.046	0.0	1.028	0.0	0.0	0.0	0.28	0.0	0.0	0.0	0.397	0.396	1.794	0.0	0.0	0.0	31.026	0.0	0.0	0.0	0.0	0.0	17.875	0.0	0.0	0.0	0.0	0.0	0.0	449.444	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCL8	P80075	False	CCL8_HUMAN		CPI-SS008700E67	0.329	0.139	0.0	0.0	5.139	0.0	0.0	0.0	0.0	42.755	0.0	0.0	0.0	0.0	3.571	3.505	33.125	0.0	0.0	0.008	0.0	0.0	0.0	3.446	0.0	0.0	0.0	0.0	0.0	13.969	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	84.227	96.548
CCL7	P80098	False	CCL7_HUMAN		CPI-SS07EC65CED	1.013	0.0	0.0	0.001	0.478	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.422	0.008	0.0	0.287	0.0	0.086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.65	0.0	76.188	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCL2	P13500	False	CCL2_HUMAN		CPI-SS08B249DBA	2922.703	89.116	1792.672	825.428	2359.389	767.315	0.0	834.658	89.957	1273.896	0.0	0.0	0.0	0.0	1676.396	567.132	1939.125	136.396	0.0	394.569	0.0	6.326	55.533	1208.361	2167.0	572.667	0.0	6463.15	503.455	702.531	0.0	1689.769	0.048	0.0	0.0	0.0	117.667	55.046	0.0	0.0	0.0	11.095	1787.08	3351.762
CCL5	P13501	False	CCL5_HUMAN		CPI-SS0F3BF2B34	0.013	0.0	0.0	0.001	0.003	0.0	0.008	0.0	0.0	0.0	1.357	2.282	2.068	13.556	0.005	0.006	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.031	0.0	0.0	5.562	2.096	0.0	0.009	0.0	0.0	0.0	0.0	1.353	0.005	0.0	0.0
CCL5	P13501	False	CCL5_HUMAN		CPI-SS0F3BF2B34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.095	0.015	0.136	1.299	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.295	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCL11	P51671	False	CCL11_HUMAN		CPI-SS0CB2E8B21	15.253	0.0	0.0	0.0	99.344	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.65	0.0	0.0	0.0	0.077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCL21	O00585	False	CCL21_HUMAN		CPI-SS0ECD9BB5E	0.703	1.315	0.0	0.413	5.756	5672.38	0.0	0.0	0.0	2.547	0.0	0.0	0.0	0.0	4.771	2.847	0.0	0.0	0.0	0.246	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	88989.023	0.0	0.0	0.0	0.001	0.0	0.0	0.071	0.0	0.871	0.0	0.0	0.0	0.0	207.114	65.452
CCL25	O15444	False	CCL25_HUMAN		CPI-SS0CCD89E02	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0
CXCL13	O43927	False	CXL13_HUMAN		CPI-SS083B5EBAB	0.0	0.003	0.002	0.0	0.0	0.0	0.0	69.317	0.0	0.0	0.69	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.81	0.0	21.651	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.283	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0
CCL19	Q99731	False	CCL19_HUMAN		CPI-SS00AEC3818	0.0	4.552	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.05	0.023	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	67.773	0.0
CCL5	P13501	False	CCL5_HUMAN		CPI-SS0EA05941A	0.013	0.0	0.0	0.001	0.003	0.0	0.008	0.0	0.0	0.0	1.357	2.282	2.068	13.556	0.005	0.006	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.031	0.0	0.0	5.562	2.096	0.0	0.009	0.0	0.0	0.0	0.0	1.353	0.005	0.0	0.0
CCL5	P13501	False	CCL5_HUMAN		CPI-SS0EA05941A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.095	0.015	0.136	1.299	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.295	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCL22	O00626	False	CCL22_HUMAN		CPI-SS052B38F1C	0.0	0.046	0.002	1.171	0.075	0.12	0.0	0.038	0.0	0.019	1.659	0.0	0.0	0.019	0.001	0.04	0.0	0.162	0.132	2.066	0.0	0.0	0.0	13.888	0.0	0.0	0.0	0.0	0.0	0.0	0.286	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.055	0.0	0.0
CCL3L3	P16619	False	CL3L1_HUMAN		CPI-SS04641FE5F	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCL3L3	P16619	False	CL3L1_HUMAN		CPI-SS04641FE5F	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.652	0.0	0.159	1.802	0.034	6.122	0.0	0.0	0.0	0.0	0.255	0.0	0.0	0.0	0.0	0.0	276.125	42.167	0.0	0.0	0.0	211.188	45.143	0.0	34.043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.294	0.0	0.0	0.0
GCG	P01275	False	GLUC_HUMAN		CPI-SS006FB5198	0.063	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCL22	O00626	False	CCL22_HUMAN		CPI-SS0AEC33FF1	0.0	0.046	0.002	1.171	0.075	0.12	0.0	0.038	0.0	0.019	1.659	0.0	0.0	0.019	0.001	0.04	0.0	0.162	0.132	2.066	0.0	0.0	0.0	13.888	0.0	0.0	0.0	0.0	0.0	0.0	0.286	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.055	0.0	0.0
CXCL11	O14625	False	CXL11_HUMAN		CPI-SS0CC738ABC	0.0	0.0	0.0	0.0	0.0	2.163	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.476	1.26	23.614	1.113	0.0	0.343	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.557	8.905
VIP	P01282	False	VIP_HUMAN		CPI-SS0F9BBC31B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.321	0.0	0.0	0.0	0.008	4.279	0.035	0.023	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.818	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CXCL10	P02778	False	CXL10_HUMAN		CPI-SS0FDAB7BA8	35.937	10.905	1.691	0.03	14.683	14.663	0.0	0.0	0.0	11.972	0.0	0.0	0.0	0.0	295.671	10.429	618.58	6.214	0.0	1.812	0.0	0.023	0.0	3.927	118.875	0.0	0.0	0.45	30.182	31.938	0.0	0.0	0.0	0.077	0.0	0.0	0.0	734.058	0.0	0.0	0.0	0.0	4993.432	1569.286
GIP	P09681	False	GIP_HUMAN		CPI-SS018B35889	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0
PYY	P10082	False	PYY_HUMAN		CPI-SS0FAE7ABEF	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.034	0.125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NPPB	P16860	False	ANFB_HUMAN		CPI-SS0652F5D15	0.0	0.0	0.0	0.033	0.0	0.0	0.163	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.545	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADCYAP1	P18509	False	PACA_HUMAN		CPI-SS0D377BBBF	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	1.826	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.013	0.0	0.026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.55	0.0	0.0	0.0	0.0	0.0	0.0	108.382	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CXCL2	P19875	False	CXCL2_HUMAN		CPI-SS0CDAC688B	940.133	5.382	1100.755	4861.284	73.453	3171.13	0.0	1899.458	147.913	909.594	0.0	0.0	0.0	0.193	594.724	270.106	647.307	82.826	24.698	1049.85	7.5	557.674	0.0	2594.455	1280.125	757.667	0.0	3881.8	356.227	1418.781	0.0	107.288	0.904	141.154	0.036	0.044	57.815	80.911	0.0	3.154	0.059	319.244	186.744	6222.357
